repo__npm_pkg,repo__nameWithOwner,repo__hasTestScript,repo__npms_score,data__success_count,data__success_total_rate,data__success_run_rate,data__failure_count,data__failure_total_rate,data__failure_run_rate,data__pending_count,data__pending_total_rate,data__pending_run_rate
assertion-error,chaijs/assertion-error,1,0.7958312249552075,4,0.8,1,0,0,0,1,0.2,0.25
parse-asn1,crypto-browserify/parse-asn1,1,0.7958045716918147,9,0.5294117647058824,0.9,1,0.058823529411764705,0.1,7,0.4117647058823529,0.7
sliced,aheckmann/sliced,1,0.7956939415277082,2,0.2857142857142857,1,0,0,0,5,0.7142857142857143,2.5
compare-versions,omichelsen/compare-versions,1,0.7956571199761262,17,0.9444444444444444,1,0,0,0,1,0.05555555555555555,0.058823529411764705
beeper,sindresorhus/beeper,1,0.7955909667439212,4,0.8,1,0,0,0,1,0.2,0.25
clap,lahmatiy/clap,1,0.795397751445877,25,0.9615384615384616,0.9615384615384616,1,0.038461538461538464,0.038461538461538464,0,0,0
reduce-function-call,MoOx/reduce-function-call,1,0.7953270186868356,4,1,1,0,0,0,0,0,0
end-of-stream,mafintosh/end-of-stream,1,0.7952356812210252,3,0.2,1,0,0,0,12,0.8,4
html-comment-regex,stevemao/html-comment-regex,1,0.7951641848915056,5,1,1,0,0,0,0,0,0
redent,sindresorhus/redent,1,0.7950735576654033,3,1,1,0,0,0,0,0,0
use,jonschlinkert/use,1,0.7949338930463017,4,0.4444444444444444,0.6666666666666666,2,0.2222222222222222,0.3333333333333333,3,0.3333333333333333,0.5
mongodb-core,mongodb-js/mongodb-core,1,0.7949072395422077,83,0.49700598802395207,0.6058394160583942,54,0.32335329341317365,0.39416058394160586,30,0.17964071856287425,0.21897810218978103
strict-uri-encode,kevva/strict-uri-encode,1,0.7948868868475616,5,1,1,0,0,0,0,0,0
unique-stream,eugeneware/unique-stream,1,0.7947475250625984,12,0.75,0.8571428571428571,2,0.125,0.14285714285714285,2,0.125,0.14285714285714285
is-typedarray,hughsk/is-typedarray,1,0.7946601259030616,0,0,NaN,0,0,NaN,2,1,Infinity
import-lazy,sindresorhus/import-lazy,1,0.7945861776647196,3,0.75,1,0,0,0,1,0.25,0.3333333333333333
command-line-args,75lb/command-line-args,1,0.7943506994743856,66,0.9565217391304348,0.9850746268656716,1,0.014492753623188406,0.014925373134328358,2,0.028985507246376812,0.029850746268656716
homedir-polyfill,doowb/homedir-polyfill,1,0.7941712221696879,2,0.5,0.6666666666666666,1,0.25,0.3333333333333333,1,0.25,0.3333333333333333
icss-utils,css-modules/icss-utils,1,0.7940913626800677,9,0.9,0.9,1,0.1,0.1,0,0,0
resolve-cwd,sindresorhus/resolve-cwd,1,0.793897813236829,3,1,1,0,0,0,0,0,0
socks,JoshGlazebrook/socks,1,0.7936022596694403,18,0.5454545454545454,0.8181818181818182,4,0.12121212121212122,0.18181818181818182,11,0.3333333333333333,0.5
split2,mcollina/split2,1,0.7934529189589945,15,0.7894736842105263,1,0,0,0,4,0.21052631578947367,0.26666666666666666
is-wsl,sindresorhus/is-wsl,1,0.79345211450269,5,0.8333333333333334,1,0,0,0,1,0.16666666666666666,0.2
postcss-filter-plugins,postcss/postcss-filter-plugins,1,0.7931489572412789,7,1,1,0,0,0,0,0,0
agent-base,TooTallNate/node-agent-base,1,0.7928456802049065,16,0.6956521739130435,1,0,0,0,7,0.30434782608695654,0.4375
tsconfig,TypeStrong/tsconfig,1,0.7926262466148024,18,0.782608695652174,0.8571428571428571,3,0.13043478260869565,0.14285714285714285,2,0.08695652173913043,0.09523809523809523
binary-extensions,sindresorhus/binary-extensions,1,0.7925184458964322,21,0.9130434782608695,1,0,0,0,2,0.08695652173913043,0.09523809523809523
to-regex,jonschlinkert/to-regex,1,0.7924671393908502,5,0.625,0.7142857142857143,2,0.25,0.2857142857142857,1,0.125,0.14285714285714285
postcss-color-function,postcss/postcss-color-function,1,0.7924049928938799,11,1,1,0,0,0,0,0,0
precss,jonathantneal/precss,1,0.7922746629135076,23,0.92,0.92,2,0.08,0.08,0,0,0
alphanum-sort,TrySound/alphanum-sort,1,0.7922575712567792,3,1,1,0,0,0,0,0,0
sugarss,postcss/sugarss,1,0.7921262589349074,16,1,1,0,0,0,0,0,0
untildify,sindresorhus/untildify,1,0.7920958675526852,8,0.8888888888888888,0.8888888888888888,1,0.1111111111111111,0.1111111111111111,0,0,0
aproba,iarna/aproba,1,0.7920391265640755,3,0.3,1,0,0,0,7,0.7,2.3333333333333335
pretty-ms,sindresorhus/pretty-ms,1,0.7920082925236116,20,0.8695652173913043,0.9523809523809523,1,0.043478260869565216,0.047619047619047616,2,0.08695652173913043,0.09523809523809523
stack-utils,tapjs/stack-utils,1,0.791881161650744,8,0.6666666666666666,0.6666666666666666,4,0.3333333333333333,0.3333333333333333,0,0,0
ps-tree,indexzero/ps-tree,1,0.7916999148935697,1,0.14285714285714285,0.25,3,0.42857142857142855,0.75,3,0.42857142857142855,0.75
safe-regex,substack/safe-regex,1,0.791517182297443,1,0.25,0.3333333333333333,2,0.5,0.6666666666666666,1,0.25,0.3333333333333333
postcss-load-options,michael-ciniawsky/postcss-load-options,1,0.7914638655970916,4,0.36363636363636365,0.6666666666666666,2,0.18181818181818182,0.3333333333333333,5,0.45454545454545453,0.8333333333333334
stealthy-require,analog-nico/stealthy-require,1,0.791409570790802,3,0.75,1,0,0,0,1,0.25,0.3333333333333333
decimal.js,MikeMcl/decimal.js,1,0.7913810882353614,30,0.6818181818181818,0.967741935483871,1,0.022727272727272728,0.03225806451612903,13,0.29545454545454547,0.41935483870967744
gulp-clean-css,scniro/gulp-clean-css,1,0.7913751903298669,45,0.8490566037735849,0.9574468085106383,2,0.03773584905660377,0.0425531914893617,6,0.11320754716981132,0.1276595744680851
d3-array,d3/d3-array,1,0.7910222261373235,0,0,NaN,0,0,NaN,44,1,Infinity
to-arraybuffer,jhiesey/to-arraybuffer,1,0.7909789623317901,1,1,1,0,0,0,0,0,0
snapdragon-util,here-be/snapdragon-util,1,0.7908269344256171,11,0.6875,0.8461538461538461,2,0.125,0.15384615384615385,3,0.1875,0.23076923076923078
address,node-modules/address,1,0.7906983781917571,4,0.4,0.5,4,0.4,0.5,2,0.2,0.25
invert-kv,sindresorhus/invert-kv,1,0.7904010323136397,4,0.8,1,0,0,0,1,0.2,0.25
ansi-align,nexdrew/ansi-align,1,0.7903763470580158,4,1,1,0,0,0,0,0,0
array-filter,juliangruber/array-filter,1,0.7903710535665742,5,0.8333333333333334,1,0,0,0,1,0.16666666666666666,0.2
is-object,ljharb/is-object,1,0.7903199119473638,3,0.75,1,0,0,0,1,0.25,0.3333333333333333
browserify-rsa,crypto-browserify/browserify-rsa,1,0.790207898929893,6,0.6666666666666666,0.75,2,0.2222222222222222,0.25,1,0.1111111111111111,0.125
append-transform,istanbuljs/append-transform,1,0.7901667950469226,6,0.8571428571428571,0.8571428571428571,1,0.14285714285714285,0.14285714285714285,0,0,0
